filename,width,height,class,xmin,ymin,xmax,ymax
51c6a730cd2148cf_png.rf.8215c534a6a8965f48d3e44b70127d6f.jpg,640,640,bald,144,136,463,296
0d68b408f99447db_png.rf.84b31c06c89c39aad59b37e5016db71e.jpg,640,640,stage1,185,120,601,296
12c25ef865bb42f4_png.rf.83d97fda3647150ce7010b5f0878ecb6.jpg,640,640,bald,191,121,494,291
2c8b63c20ae04544_png.rf.861ef2f7d5f4438094f21b71f4adc415.jpg,640,640,stage1,166,153,557,284
5bf1b66a759e4a1d_png.rf.8532dba20adb44f0cd5ef80e39437d03.jpg,640,640,bald,138,88,483,286
4fd5b659d2a74f5d_png.rf.864eef9cdcc981fae11c66afa9b2c9c0.jpg,640,640,stage2,229,128,605,299
0cd2f4962e134338_png.rf.84a3b89f7437fd7c1b4a2dda1e03ab33.jpg,640,640,stage2,107,97,498,295

0f9dd933e28241f2_png.rf.838ac1ecc248a408f9f70ec1a200d28d.jpg,640,640,stage2,191,93,549,292
35e0c037d8f74a2a_png.rf.82745a58c986785ff92436c607568478.jpg,640,640,bald,185,151,499,296
00fec9777dad4f48_png.rf.85de0886a3a6e02dd25ab4151a199450.jpg,640,640,stage1,115,80,558,281
2f21cf3bc39844b7_png.rf.83c7ae29a70737b73497c9e90a04ebae.jpg,640,640,stage2,167,80,587,298
0b19a854c3824766_png.rf.85a5348a96a10e5fe7e95e0f16463792.jpg,640,640,stage2,102,67,508,293
6fe7b7acca4f4b91_png.rf.853767c9648888a0e6be6e67838bc8fe.jpg,640,640,stage2,144,78,559,304
701e0bfd5b6b4701_png.rf.829c46820334f3c698a87cd75902987f.jpg,640,640,stage3,183,126,538,290
3cb0388f330645c4_png.rf.845670ebb6c16b16f2869374ae3fe471.jpg,640,640,stage3,122,125,501,299
5b22d1d5cf0f4c47_png.rf.84f0a96db34276ec12b6a809b73c2401.jpg,640,640,bald,174,103,505,282
7bd406e45b724ccf_png.rf.8556d3c4c5721a2fc794766508dd9e43.jpg,640,640,stage3,122,114,467,291
0e3d586f56714636_png.rf.84893df30737ec581e5f1bda36771cee.jpg,640,640,bald,129,138,468,286
0e47404b394a40f5_png.rf.84b99c8d5c3aba904adfd9352525a3f6.jpg,640,640,normal,164,76,549,294
6c9e08a724b54bc0_png.rf.844c25f1b1868134551a7506c0f9623a.jpg,640,640,normal,97,9,554,287
3c7e608d0b1c43ec_png.rf.85f09e597bc0137d366a249cef248271.jpg,640,640,stage2,115,71,487,296
17d2b1e51700423a_png.rf.8506d23240ed3282c7203e1f22244eaf.jpg,640,640,stage2,107,89,519,291
0ffee008c6d74b52_png.rf.86f5328fdcf523d1958eb5d44103b995.jpg,640,640,stage1,121,115,525,295
0a307201386b43e5_png.rf.871e96f139bdac8462a9558501cb7ead.jpg,640,640,stage2,153,103,514,306
6ecc99f525f04652_png.rf.8670be35d8610017898012d0faa0a5d8.jpg,640,640,stage3,71,110,519,295
0e7bd1fa2c6c490b_png.rf.83467ead896a4f290107a507c8cb0739.jpg,640,640,stage1,77,43,477,284
0e06524bb99349f8_png.rf.86e7987a04364cd503abe32f7f142beb.jpg,640,640,stage1,159,95,565,297
1a05792eab274e3b_png.rf.87209527d8f5ede9750b2d128ce05ddf.jpg,640,640,normal,152,131,460,293
3d417f7b31e14a16_png.rf.87448389f9c70aeda1afe7edb3144264.jpg,640,640,normal,146,91,512,287
0fcb700e9b6a4ec9_png.rf.874240a62fe8eff00a9f78a6089ba0e2.jpg,640,640,normal,156,114,505,302
4a808cc9c8a64f0d_png.rf.875df3b41a138aeda0c963d36b7b508b.jpg,640,640,bald,112,131,420,284
4d7b00b0df2e49d8_png.rf.87829943cef3b37d31592b0d5a092d8c.jpg,640,640,stage3,84,117,435,274
3c890574ad404d7d_png.rf.877f5497a18ad88268d39142eaa5e2a0.jpg,640,640,stage3,166,85,555,275
6c0152383a274afd_png.rf.8786539c12bacec570e5cc450e5623c3.jpg,640,640,normal,74,94,439,284
4e4e42c6f3294e1c_png.rf.8842531b0e0664cc102414a360614674.jpg,640,640,stage2,54,82,469,283
